Province/State,Country/Region,Lat,Long,Date,Total Cases,Total Deaths,Daily Cases,Daily Deaths,Mortality Rate
Anhui,China,31.83,117.23,2020-01-23,9,0,8,0,0.0
Anhui,China,31.83,117.23,2020-01-24,15,0,6,0,0.0
Anhui,China,31.83,117.23,2020-01-25,39,0,24,0,0.0
Anhui,China,31.83,117.23,2020-01-26,60,0,21,0,0.0
Anhui,China,31.83,117.23,2020-01-27,70,0,10,0,0.0
Anhui,China,31.83,117.23,2020-01-28,106,0,36,0,0.0
Anhui,China,31.83,117.23,2020-01-29,152,0,46,0,0.0
Anhui,China,31.83,117.23,2020-01-30,200,0,48,0,0.0
Anhui,China,31.83,117.23,2020-01-31,237,0,37,0,0.0
Anhui,China,31.83,117.23,2020-02-01,297,0,60,0,0.0
Anhui,China,31.83,117.23,2020-02-02,340,0,43,0,0.0
Anhui,China,31.83,117.23,2020-02-03,408,0,68,0,0.0
Anhui,China,31.83,117.23,2020-02-04,480,0,72,0,0.0
Anhui,China,31.83,117.23,2020-02-05,530,0,50,0,0.0
Anhui,China,31.83,117.23,2020-02-06,591,0,61,0,0.0
Anhui,China,31.83,117.23,2020-02-07,665,0,74,0,0.0
Anhui,China,31.83,117.23,2020-02-08,733,0,68,0,0.0
Anhui,China,31.83,117.23,2020-02-09,779,1,46,1,0.13
Anhui,China,31.83,117.23,2020-02-10,830,3,51,2,0.36
Anhui,China,31.83,117.23,2020-02-11,860,4,30,1,0.47
Anhui,China,31.83,117.23,2020-02-12,889,4,29,0,0.45
Anhui,China,31.83,117.23,2020-02-13,910,5,21,1,0.55
Anhui,China,31.83,117.23,2020-02-14,934,6,24,1,0.64
Anhui,China,31.83,117.23,2020-02-15,950,6,16,0,0.63
Anhui,China,31.83,117.23,2020-02-16,962,6,12,0,0.62
Anhui,China,31.83,117.23,2020-02-17,973,6,11,0,0.62
Anhui,China,31.83,117.23,2020-02-18,982,6,9,0,0.61
Anhui,China,31.83,117.23,2020-02-19,986,6,4,0,0.61
Anhui,China,31.83,117.23,2020-02-20,987,6,1,0,0.61
Anhui,China,31.83,117.23,2020-02-21,988,6,1,0,0.61
Anhui,China,31.83,117.23,2020-02-22,989,6,1,0,0.61
Anhui,China,31.83,117.23,2020-02-23,989,6,0,0,0.61
Anhui,China,31.83,117.23,2020-02-24,989,6,0,0,0.61
Anhui,China,31.83,117.23,2020-02-25,989,6,0,0,0.61
Anhui,China,31.83,117.23,2020-02-26,989,6,0,0,0.61
Anhui,China,31.83,117.23,2020-02-27,989,6,0,0,0.61
Anhui,China,31.83,117.23,2020-02-28,990,6,1,0,0.61
Anhui,China,31.83,117.23,2020-02-29,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-01,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-02,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-03,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-04,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-05,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-06,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-07,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-08,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-09,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-10,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-11,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-12,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-13,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-14,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-15,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-16,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-17,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-18,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-19,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-20,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-21,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-22,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-23,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-24,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-25,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-26,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-27,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-28,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-29,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-30,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-03-31,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-01,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-02,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-03,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-04,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-05,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-06,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-07,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-08,990,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-09,991,6,1,0,0.61
Anhui,China,31.83,117.23,2020-04-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-04-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-05-31,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-06-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-07-31,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-08-31,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-09-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-10,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-11,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-12,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-13,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-14,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-15,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-16,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-17,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-18,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-19,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-20,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-21,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-22,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-23,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-24,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-25,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-26,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-27,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-28,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-29,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-30,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-10-31,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-01,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-02,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-03,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-04,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-05,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-06,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-07,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-08,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-09,991,6,0,0,0.61
Anhui,China,31.83,117.23,2020-11-10,992,6,1,0,0.6
Anhui,China,31.83,117.23,2020-11-11,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-12,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-13,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-14,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-15,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-16,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-17,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-18,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-19,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-20,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-21,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-22,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-23,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-24,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-25,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-26,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-27,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-28,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-29,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-11-30,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-01,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-02,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-03,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-04,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-05,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-06,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-07,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-08,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-09,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-10,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-11,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-12,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-13,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-14,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-15,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-16,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-17,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-18,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-19,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-20,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-21,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-22,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-23,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-24,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-25,992,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-26,993,6,1,0,0.6
Anhui,China,31.83,117.23,2020-12-27,993,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-28,993,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-29,993,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-30,993,6,0,0,0.6
Anhui,China,31.83,117.23,2020-12-31,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-01,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-02,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-03,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-04,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-05,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-06,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-07,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-08,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-09,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-10,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-11,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-12,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-13,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-14,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-15,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-16,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-17,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-18,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-19,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-20,993,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-21,994,6,1,0,0.6
Anhui,China,31.83,117.23,2021-01-22,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-23,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-24,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-25,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-26,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-27,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-28,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-29,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-30,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-01-31,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-01,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-02,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-03,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-04,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-05,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-06,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-07,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-08,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-09,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-10,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-11,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-12,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-13,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-14,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-15,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-16,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-17,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-18,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-19,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-20,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-21,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-22,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-23,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-24,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-25,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-26,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-27,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-02-28,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-01,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-02,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-03,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-04,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-05,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-06,994,6,0,0,0.6
Anhui,China,31.83,117.23,2021-03-07,994,6,0,0,0.6
